playlist_name,playlist_id,title,video_id,date,length,nview,nlike,ndislike
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Legacy of the Void - NYDUS WORM vs Terran!,icxHSn83U5E,2015.10.5,417,50332,852,20
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,BLINDFOLDED StarCraft with Lowko & Fenner!,TLaVPsiYd8I,2015.9.24,418,60315,914,15
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: RAVAGERS vs Terran! (4K),9_-37qcuTRA,2015.9.14,436,27013,465,5
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Legacy of the Void - Defensive Zerg vs Terran Gameplay! (4k),CQZavwax2sc,2015.9.10,681,43509,586,17
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: One Base RAVAGER Push! (Gameplay),6zA-bOBnk8E,2015.9.7,336,19344,453,3
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Vipers vs Mutalisks! (Stream Highlight),Ht5C1BmtDOs,2015.9.5,116,29293,557,5
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Legacy of the Void - Zerg vs Protoss Gameplay! (4K),DPRQyWHA5LI,2015.9.3,814,127862,1208,72
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2 - Legacy of the Void: ADEPT into TEMPEST?! (4K),8csCQSxw4VI,2015.8.31,766,57139,832,11
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2 - Legacy of the Void: Ravaging with Lurkers! (Gameplay),PZleERnFHgs,2015.8.26,853,26860,488,4
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Zerg vs Terran Gameplay!,1qrq9AuoOKU,2015.8.21,304,17564,287,2
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: The Queen Counter! (Gameplay),_PJ2nFCRZYg,2015.8.20,794,20967,949,0
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: The Perfect Engagement!,DWTy0P5yWEA,2015.8.14,202,15792,375,5
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: CRAZY Engagements in Zerg vs Zerg! (Live Game),GU1SNgRT8Ds,2015.8.12,984,24627,611,4
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: The Zerg Counter! (Gameplay),M7iVb1hkrXA,2015.8.6,670,19139,457,2
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Command Center Snipe?! (4K Gameplay),pAJ2v_kDvTA,2015.8.3,484,17634,475,1
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Calculated ZERG CHEESE! (4K),tHygtmV3fPU,2015.7.27,423,23522,473,6
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Legacy of the Void - Rushing for Hive! (Gameplay),tPpafcY-roQ,2015.7.16,797,59422,783,18
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Legacy of the Void - Mass Muta & Mass Ultra! (Gameplay),_982rUXt19w,2015.7.10,789,75948,931,19
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Legacy of the Void - Lurkers & Liberators! (4K),goMrqX5oY1c,2015.7.8,847,58837,618,19
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Protoss All-In into All-In! (LotV),4j7v3SgUeOs,2015.7.7,804,42159,490,20
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: MICRO WARS! (4K Live Game),Z1dRM2mgIHQ,2015.7.3,368,34643,771,7
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,"StarCrafts: The Roach, Stalker & Marauder - StarCrafts Arcade Mod! (2160p)",rAYrRPEU4KI,2015.6.29,591,312217,3030,144
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Baneling Carpet Bomb! (Stream Highlight),uzL0guTSqos,2015.6.24,31,43451,639,44
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Legacy of the Void - Terran vs Terran! (4K Terran Gameplay),4h6oHFmNNUc,2015.6.19,671,56228,698,41
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Legacy of the Void - Letting the Protoss Macro?! (Live Game),XsOezNP5HeI,2015.6.15,1071,185827,1416,95
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCrafts Terran Gameplay - StarCrafts Arcade Mod! (2160p),Px3FX2N1Fvo,2015.6.12,855,129045,968,60
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Legacy of the Void - Zerg versus Protoss Live Gameplay! (4K),eI9Lk_5ebvc,2015.6.11,695,97522,807,42
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCrafts Protoss Gameplay - StarCrafts Arcade Mod! (UHD),XztuCqEC1Xw,2015.6.9,412,29389,455,5
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,Starbow Zerg Gameplay - StarCraft 2 Arcade Mod! (4K),W2Es9GD_0BA,2015.6.8,605,23610,530,8
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCrafts Zerg Gameplay - StarCrafts Arcade Mod! (4K),gO0chHJOHI0,2015.6.4,465,87114,1055,22
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Legacy of the Void - Roach Hydra vs Lurker Hydra! (4K Gameplay),iBkKW58ebRA,2015.6.1,698,20632,303,9
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Legacy of the Void - Protoss vs Terran! (4K Protoss Gameplay),FCwTYFKNZGA,2015.5.25,630,70453,763,38
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Legacy of the Void - Zerg vs Terran Live Gameplay with Commentary! (4K UHD),WVrH9euwsB4,2015.5.21,807,38619,546,11
Vlogs,PLT0hfPWJS6_ur6pAGV7IXMiKAMHjC3y1_,STARCRAFT SECRETS! (Vlog),S4s_jr7TsNY,2016.7.16,887,16897,890,9
Vlogs,PLT0hfPWJS6_ur6pAGV7IXMiKAMHjC3y1_,OVERWATCH ALLSTARS IN THE NETHERLANDS!,63rlgZvNCEY,2016.5.31,558,20425,1313,9
Vlogs,PLT0hfPWJS6_ur6pAGV7IXMiKAMHjC3y1_,PLAYING GAMES AT BATTLECON!,NGyV3AmTJCE,2016.5.10,426,11742,711,1
Vlogs,PLT0hfPWJS6_ur6pAGV7IXMiKAMHjC3y1_,SECRET HEROES OF THE STORM MEETING,1pg6FOZq0NQ,2016.5.6,885,47180,1050,25
Vlogs,PLT0hfPWJS6_ur6pAGV7IXMiKAMHjC3y1_,OVERWATCH IN AMSTERDAM!,JHR06KzPtWo,2016.4.15,535,32703,1135,8
Vlogs,PLT0hfPWJS6_ur6pAGV7IXMiKAMHjC3y1_,Paragon Community Event At Epic Games!,H40N12RH1HI,2016.2.1,841,39406,660,10
Vlogs,PLT0hfPWJS6_ur6pAGV7IXMiKAMHjC3y1_,DREAMHACK WINTER!,JrDl7IPaYqc,2015.11.30,455,10748,367,1
Vlogs,PLT0hfPWJS6_ur6pAGV7IXMiKAMHjC3y1_,TOUCHING A STRANGERâS BEARD!,IYBD23g_jaQ,2015.11.28,798,10274,377,1
Vlogs,PLT0hfPWJS6_ur6pAGV7IXMiKAMHjC3y1_,CABIN IN THE WOODS MADE OUT OF WOOD,NBTx17U3MmY,2015.11.27,725,8457,345,4
Vlogs,PLT0hfPWJS6_ur6pAGV7IXMiKAMHjC3y1_,MEETING NERDS IN SWEDEN!,cyi9m7rzcng,2015.11.26,605,70101,530,13
Vlogs,PLT0hfPWJS6_ur6pAGV7IXMiKAMHjC3y1_,LEGACY OF THE VOID LAUNCH PARTY!,qHlLDU3q6U4,2015.11.10,592,19825,676,13
Vlogs,PLT0hfPWJS6_ur6pAGV7IXMiKAMHjC3y1_,BLIZZCON 2015 DAY TWO!,pGo10NX5wxY,2015.11.8,755,11046,512,1
Vlogs,PLT0hfPWJS6_ur6pAGV7IXMiKAMHjC3y1_,BLIZZCON 2015 MADNESS!,1kT5qsqAU68,2015.11.7,930,23307,1078,10
Vlogs,PLT0hfPWJS6_ur6pAGV7IXMiKAMHjC3y1_,VENICE BEACH ADVENTURES!,ORlqFfRlFFc,2015.11.6,520,11901,1011,41
Vlogs,PLT0hfPWJS6_ur6pAGV7IXMiKAMHjC3y1_,ROAD TO BLIZZCON!,T5ftVcBYoPA,2015.11.4,455,27044,1011,10
Vlogs,PLT0hfPWJS6_ur6pAGV7IXMiKAMHjC3y1_,HEROES OF THE STORM LAUNCH EVENT!,3rYXhqfhqqM,2015.6.2,993,31371,421,8
Vlogs,PLT0hfPWJS6_ur6pAGV7IXMiKAMHjC3y1_,IRL GAMEPLAY & COMMENTARY!,2PzY8Ptda1k,2015.4.15,357,7654,395,3
Vlogs,PLT0hfPWJS6_ur6pAGV7IXMiKAMHjC3y1_,VISITING THE BLIZZARD OFFICE IN VERSAILLES!,mNI7bWwWAGo,2015.3.1,975,18687,461,10
Vlogs,PLT0hfPWJS6_ur6pAGV7IXMiKAMHjC3y1_,TRAVELING TO SCOTLAND!,KDsAZ981VpU,2015.2.14,285,4006,221,7
Vlogs,PLT0hfPWJS6_ur6pAGV7IXMiKAMHjC3y1_,IT'S SNOWING!,300BF0f8ZXU,2015.2.7,449,5243,237,4
Vlogs,PLT0hfPWJS6_ur6pAGV7IXMiKAMHjC3y1_,MY VERY FIRST VLOG!,VtcYGW7vzK4,2015.1.17,261,6197,544,6
Let's play INSIDE,PLT0hfPWJS6_sYKgOTB-HD7h192PPSMNvX,INSIDE Gameplay - Episode 1! (Let's Play INSIDE),1remn6IPDXo,2016.7.9,3054,11423,414,4
Let's play INSIDE,PLT0hfPWJS6_sYKgOTB-HD7h192PPSMNvX,INSIDE Game - Episode 2! (Full INSIDE Playthrough),2evnVvLxzvU,2016.7.10,3394,7870,247,4
Let's play INSIDE,PLT0hfPWJS6_sYKgOTB-HD7h192PPSMNvX,Let's play INSIDE - Episode 3! (INSIDE Walkthrough),cSwskESCV2o,2016.7.11,3188,6227,198,2
Let's play INSIDE,PLT0hfPWJS6_sYKgOTB-HD7h192PPSMNvX,Let's play INSIDE - Episode 4! (INSIDE Final),9EixZ2on9gk,2016.7.12,2724,7204,303,5
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: When Behind... Mutalisks!,Vwc0YQaa-us,2016.7.14,1241,18710,682,3
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Zerglings & Ultralisks!,cwbd1IEDLbU,2016.7.1,1181,36669,869,8
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,"StarCraft 2: Legacy of the Void - Swarming the Terran with Mutalisks, Zerglings and Banelings!",ks3SxcBCnOU,2016.6.11,739,26728,1173,8
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Legacy of the Void - Attack Waves in Zerg vs Protoss!,NhKnD4pgK0g,2016.6.7,986,29862,1112,8
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Proxy Hatchery vs Proxy Gateways!,KZLuCOjBcy0,2016.5.27,389,35412,1104,9
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Mixing It Up In Zerg vs Terran!,rP5IUHckAMU,2016.5.22,660,29113,658,3
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Lurkers in the Nydus Network! (Nerchio's Zerg vs Protoss),MDp-l5ZOkHQ,2016.5.17,892,50941,1094,16
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Rekt By The Worm!,PdedSIsbR_4,2016.4.25,441,48285,1108,9
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Terran vs Terran Action Plan! (Game Analysis),Sm3AfWPAQpc,2016.4.13,598,26286,581,5
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Legacy of the Void - Protoss Adaptations!,xbw3ITfl9e4,2016.4.10,589,26942,552,10
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: INSANE Game of Legacy of the Void! (Zerg vs Protoss),DlR-TzpQaKg,2016.3.25,898,83965,2111,46
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: How-to Counter Phoenix Adept in Zerg vs Protoss! (Snute Replay Analyis),WNYPaeaq2lU,2016.3.22,1167,32395,702,8
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Learning Micro & Macro in Terran versus Zerg! (Game Analysis),BDJwRl48H6o,2016.3.9,776,28346,800,4
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: When To Attack? (Game Analysis),KLdOuSmQOv4,2016.2.24,1118,23806,631,3
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: The Nydus & Queen Counter! (Game Analysis),kOO6fX8cj2U,2016.2.22,671,33063,883,8
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Blind Countering Terran as Zerg! (Game Analysis),qh3JNAHFyC4,2016.2.10,790,23792,652,2
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Legacy of the Void - Ladder Season Placement Match!,EtGm4X7IQSk,2016.2.4,903,25525,614,4
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Legacy of the Void - Terran vs Protoss Game Analysis!,zaiYhVBWXyg,2016.1.29,1113,34066,754,5
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,"StarCraft 2: When You're Ahead, Get More Ahead!",fevbYW7dlFA,2016.1.12,720,29416,1032,3
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Dodging Storms & Disruptors!,6-ByBZelN28,2016.1.6,923,37530,986,6
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Adept Good Unit!,O_EhiqbhTMg,2016.1.4,509,47956,928,8
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: AGGRESSIVE ZERG PLAY!,5Lj4FUuzmRg,2015.12.24,1099,56597,1265,16
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Legacy of the Void - Protoss vs Zerg Gameplay Analysis!,p84UGc32rw8,2015.12.21,568,39881,822,5
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: DRONE BARBECUE!,kuqLmy1l6-k,2015.12.10,438,29071,732,8
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Legacy of the Void - Protoss Progression!,k6wLXD1Gbqs,2015.12.4,626,41894,993,8
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Gold Base Expansions!,X4yBBb7G-54,2015.11.16,476,56060,1301,18
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: OVERWHELMING Zerg vs Zerg!,XlA6-CPM8dg,2015.11.3,759,32719,614,9
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: WEIRD Zerg vs Terran!,urcFeQ8SYPc,2015.10.28,739,54247,1264,27
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: MAGICAL Zerg vs Terran Unit Timing!,iQ3vqrlfnMg,2015.10.19,708,46026,995,11
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Legacy of the Void - The Current State of Zerg vs Zerg!,JmGrX_B8Gno,2015.10.16,468,26271,534,9
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Legacy of the Void - The Current State of Zerg vs Terran!,2xIRV9V9I6s,2015.10.14,921,64755,1092,28
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Legacy of the Void - NYDUS WORM vs Protoss!,k84xQfiEZNY,2015.10.10,459,31329,851,4
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Legacy of the Void - Zerglings Counter Mutalisks?!,0MbpUGNZc3c,2015.10.7,475,39858,652,25
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Legacy of the Void - Protoss Frustrations!,_w6sZSds13E,2015.10.2,564,55536,775,27
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Legacy of the Void - CRAZY Zerg vs Terran!,Um1i9SooOJo,2015.9.30,749,186911,2364,230
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Legacy of the Void - Cannon Rush & Protoss Air! (Game Analysis),BwbxSBX9p5w,2015.9.16,823,90975,775,46
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2 - Legacy of the Void: Aggressive Zerg vs Zerg! (4K),XDamMTclfWI,2015.9.11,574,27192,432,10
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2 - Legacy of the Void: Aggressive Ravager Opener! (Game Analysis),tUod7D_-9r4,2015.9.9,656,21654,567,7
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Legacy of the Void - All Zerg Units In A ZvZ?! (4K),HVd_iZmYZu8,2015.9.2,1093,25459,504,4
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Legacy of the Void - Current Zerg vs Terran Meta! (4K Game Analysis),E6_oUoMeEYo,2015.8.28,725,42356,535,6
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: MASS Widow Mine! (Game Analysis),BQV0_xIIf5g,2015.8.10,697,88325,967,31
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Terran vs Protoss Game Analysis! (4K),Rk8BE6k48Lc,2015.7.31,476,30392,589,10
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Legacy of the Void - MASS Sky Zerg?! (Game Analysis),VsIIkKjSTy0,2015.7.14,795,68454,823,24
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: The Lurker Transition in Zerg vs Zerg! (LotV),hiJp9p1H_C4,2015.7.12,656,24704,445,5
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Legacy of the Void - MACRO Zerg versus Terran! (4K),b0pZ9oHfbNI,2015.7.6,625,21900,398,8
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Legacy of the Void - Early Game Zergling Drops! (Game Analysis),64-IZDaxxFw,2015.7.2,530,36653,838,13
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Legacy of the Void - UNSTOPPABLE Protoss All-In?,uzb371dI_-g,2015.7.1,493,95688,1146,37
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Legacy of the Void - Baneling Dropping Mineral Lines! (Game Analysis),0bKMEI84vus,2015.6.27,605,67781,1039,19
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,"StarCraft 2: Legacy of the Void - Zerglings, Lurkers & Ultralisks! (4K Game Analysis)",o42PNodf7lw,2015.6.18,740,24410,411,9
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Legacy of the Void - LURKER Timing Push! (Game Analysis),t1n8sA0Lx8M,2015.6.5,676,21250,352,5
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Legacy of the Void - The State of the Ravager! (4K Game Analysis),o7c1-LEcfx8,2015.5.23,927,32599,426,7
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Legacy of the Void - ZERG DEATHBALL! (4K Game Analysis),E6XXjRPHDWU,2015.5.18,876,68657,852,26
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Legacy of the Void - INVINCIBLE ULTRALISKS?! (Game Analysis),3ch4a95D7Zg,2015.5.14,885,110603,1593,41
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Legacy of the Void - How-to win vs Skytoss as Zerg! (Game Analysis),Z7UsgKz6uMU,2015.5.13,858,38573,677,10
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Legacy of the Void - Swarm Host into Base Race! (Game Analysis),AxV30u0Bp98,2015.5.11,487,21325,386,6
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Legacy of the Void: Lurker Drops in Zerg vs Terran! (Game Analysis),s_-plsmbRmw,2015.5.7,685,32769,546,7
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Legacy of the Void - NYDUS SURROUND! Zerg vs Zerg Mid Game (Game Analysis),rWF_427PLJE,2015.5.6,634,27146,472,6
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Legacy of the Void - AGGRESSIVE Protoss vs Zerg! (Game Analysis),gWsa6I2eHyY,2015.5.5,640,55278,721,8
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Legacy of the Void - NEW Swarm Hosts! Flying Locust Harass! (Game Analysis),OtPTsXAUpXc,2015.5.2,742,40993,504,10
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Legacy of the Void - NYDUS ALL-IN! (Game Analysis),rf36jc16cWI,2015.4.29,470,21283,397,2
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Legacy of the Void - Lurker Drops! (Game Analysis),0d739fTQL7A,2015.4.27,659,62703,698,20
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Legacy of the Void - Zerg versus Terran Strategy! (Game Analysis),aFotMtbEiV0,2015.4.23,849,31414,421,7
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: The Power Of Lurkers! Stephano vs Lowko (Game Analysis),n7kcmNHcjUw,2015.4.17,1360,106193,1117,44
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Legacy of the Void - Cannon Rush in Zerg versus Protoss! (Game Analysis),8w7Hsn2v_z4,2015.4.13,390,44913,791,15
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Legacy of the Void Zerg vs Zerg Early Game Changes! (Game Analysis),HdGBFgbOvRk,2015.4.9,596,16023,230,5
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Legacy of the Void Ravager Timing Push - Lowko vs Dragon! (Game Analysis),CWa4iwTiOuU,2015.4.8,490,19093,310,4
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Legacy of the Void - Zerg Lurker vs Protoss! (Game Analysis),PGMMhUFv5nE,2015.4.6,677,55932,836,30
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Grandmaster Terran! (Game Analysis),pL4Vh00PF8I,2015.3.31,799,29163,353,16
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Ultralisks in Zerg vs Protoss! (Game Analysis),OiKN__xp1bc,2015.3.27,459,21688,406,7
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Improving My Terran vs Terran! (Game Analysis),QdBZ2zQ9vsE,2015.3.18,733,10134,235,1
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Protoss vs Zerg Easy 2 Base All-In Build! (Gameplay),11sAGi_rZ8I,2015.3.7,529,16672,238,1
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Zergling Run By Tips & Tricks! (Gameplay),bgjv29oi2Vk,2015.3.6,653,14297,337,2
StarCraft 2: Game Analysis,PLT0hfPWJS6_tXa0XW-Bbn5062OVEyCcOo,StarCraft 2: Protoss vs Zerg Game Analysis! (Commentary),-3NiaPptO78,2015.3.4,507,10611,257,2
