playlist_name,playlist_id,title,video_id,date,length,nview,nlike,ndislike
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch Brawl: Genji & Hanzo Gameplay! (Super Shimada Bros),nXXwZ-a9YrM,2016.6.2,1194,64531,833,48
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch: Different Heroes! (Overwatch Gameplay),XdBTcgKFSw8,2016.6.1,1085,42180,700,21
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,"Overwatch: Differences Between Health, Shields & Armor in Overwatch Explained!",aj49-dfTpUs,2016.5.30,413,50917,1582,36
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch: 27 Player Kill Streak! (D.va Gameplay),SYg-2xuJR1U,2016.5.28,1322,144561,1690,165
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch: Lone Wolf Hanzo Gameplay! (Overwatch Quick Match),_ksHIh8zNEg,2016.5.27,1190,86081,1118,70
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch: Opening 50 Loot Boxes!,nSWJucJ4boI,2016.5.25,849,74243,1256,166
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch: The Release of Overwatch!,dDI6Mms3RQo,2016.5.24,999,34406,771,21
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,'Twas The Night Before Overwatch...,Q4pYwA02Lfo,2016.5.23,114,26885,1718,47
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch: The Healers of Overwatch!,4X4UTjtTfcg,2016.5.21,1539,43981,557,21
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch: The Chain Hook Combo! (Roadhog Gameplay),D0bSWz2LcTg,2016.5.17,1096,47462,630,44
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch: Mystery Heroes Brawl!,igAEwTBsY7E,2016.5.13,862,32649,575,20
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch: Torbj̦rn On Fire! (Play of the Game),6SIdvO9l1So,2016.5.9,1179,28948,469,27
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch: My Favourite Heroes!,irfK8QwivPo,2016.5.3,1779,41444,735,8
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch: Symmetra On Fire! (Play of the Game),6YblUnApG_4,2016.5.1,825,92456,1176,113
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch: Justice Will Be Done! (Reinhardt Gameplay),UQV2tbIMQWM,2016.4.26,861,61524,847,48
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch: Death Walks Among You! (Reaper Gameplay),iZG7_YrX5H8,2016.4.24,919,65087,961,43
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch: I've Got You In My Sights! (Soldier: 76 Gameplay),p3LFE4UC4y8,2016.4.22,926,70031,876,58
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch: The Stationary Powerhouse! (Bastion Gameplay),UF2CctvV1a0,2016.4.20,551,66298,989,47
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch: Marked By The Dragon! (Hanzo Gameplay),ipeP6YEdRdk,2016.4.18,1219,88897,844,50
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch: Playstation 4 Gameplay Compared To The PC!,fswo3ejqRxw,2016.4.16,369,37078,615,12
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch Brawl: Total Mayhem!,LjLRXi4vm0g,2016.4.14,1169,34168,517,20
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch: Let's Break It Down! (Lucio Gameplay),L1aj32kkKQY,2016.4.11,1061,54592,773,43
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch Brawl: Girl Power!,_Qmo3c-mKhU,2016.4.9,387,23882,486,18
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch: Ranked Gameplay! (Competitive Play Mode),6tZKMGoGpHk,2016.4.7,1407,182462,1308,185
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch: Cute... But Deadly! (Mei Gameplay),Ktqpct7lArk,2016.4.4,1494,80611,851,83
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch Brawl: Overly Defensive!,mDx3jrEtuoU,2016.4.1,743,40001,668,10
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch: The Gunslinger's Justice! (McCree Gameplay),FDjiMfuA9M4,2016.3.30,1341,81312,984,62
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch Brawl Gameplay: Justice Rains From Above!,Deu8GPHwzgU,2016.3.26,1050,33232,457,8
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch Brawl Gameplay: Super Shimado Bros! (Genji & Hanzo),sxKXx9hH8ZY,2016.3.23,867,68252,756,51
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch: Shurikens & Dragonblades! (Genji Gameplay),O3ONAiTmSxs,2016.3.21,1356,117460,1273,78
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch: Justice Rains From Above! (Pharah Gameplay),Q2iTKixLBh8,2016.3.18,1348,60352,635,41
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch: Together We Are Strong! (Zarya Gameplay),im7-83NPTAA,2016.3.15,1581,33065,477,15
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch: The One-Man Apocalypse! (Roadhog Gameplay),H8rPTAdoyaw,2016.3.12,1166,50549,678,27
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch: Zenyatta on Fire! (Zenyatta Gameplay),Be4MmxGOiqs,2016.3.9,780,80462,1089,44
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,"Overwatch: One Shot, One Kill! (Widowmaker Gameplay)",4_wgGESTyN4,2016.3.7,963,218927,1837,215
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch: We're All Soldiers Now! (Soldier: 76 Gameplay),Em_aWKGFaxY,2016.3.4,1444,108601,1292,67
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch: Junkrat On Fire! (Play of the Game),MJYsV3HMhn4,2016.3.1,817,71623,870,51
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch: Punk Tracer Gameplay! (Overwatch Quick Match),PS7q9kEkc20,2016.2.28,1592,244294,1988,401
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch: Reaper On Fire! (Play of the Game),yiAAdREfmzI,2016.2.25,731,270988,2662,227
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch Beta: Mercy Gameplay!,P1EhhSxmgxQ,2016.2.23,1204,69284,613,38
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch Beta: Lucio Gameplay!,1SlE6Mp7Lns,2016.2.21,1167,58975,656,30
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch Beta: Mei Gameplay!,BSiHFELPl3w,2016.2.17,762,45004,638,13
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch: 27 Player Kill Streak! (Torbj̦rn Gameplay),yfOwvVU_kaA,2016.2.15,1211,126123,1078,175
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,"Overwatch: New Game Mode ""Control"" - Nepal & Lijiang Tower Gameplay!",zcHxa6GmMgw,2016.2.12,1481,31091,542,14
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch: The Game Is Back! (Zarya Gameplay),2ZTgIimhNsg,2016.2.10,1290,33665,476,17
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch Hero Skins Overview!,-GfB3FOTa78,2016.2.9,514,26104,613,16
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Goodbye Overwatch!,6-kJYX3Lz74,2015.12.10,576,63981,625,47
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch Beta: Symmetra Gameplay!,B-RWQTsIKdo,2015.12.8,953,84892,785,37
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch Beta: Pharah Gameplay!,7neA68ilLUY,2015.12.1,934,41670,503,14
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch Beta: Zarya Gameplay!,Hp27IVFrG60,2015.11.23,1091,39109,484,18
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch Beta: Zenyatta Gameplay!,2IupMB1JEWI,2015.11.21,1157,51805,606,22
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch Beta: Roadhog Gameplay!,RGMyXbPJ3bI,2015.11.16,1220,37063,496,10
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch Beta: McCree Gameplay!,FHjtR86SDoM,2015.11.14,1468,72719,690,78
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch Beta: D.Va Gameplay!,Y2lJ1OBEbHk,2015.11.12,1319,133992,979,171
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch Beta: Genji Gameplay on Hollywood!,AmUmIbKsDZU,2015.11.11,921,77743,914,38
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch Beta: Winston Gameplay!,OuYhgFwEQAE,2015.11.7,646,60852,677,37
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch Beta: Bastion Gameplay!,pdrjy1VjA0g,2015.11.5,796,123163,1159,81
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch Beta: Hanzo Gameplay!,Au86Fmel6W8,2015.11.4,549,88371,832,34
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch Beta: Widowmaker Gameplay & Killstreak!,HGQhJtsfS7Y,2015.11.3,643,177312,1780,105
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch Beta: Team Torbj̦rn Gameplay!,XLLdsLxmYEY,2015.11.2,468,59280,750,51
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch Beta: Junkrat Gameplay!,yje7eHREPb0,2015.11.1,464,75011,841,31
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch Beta: Tracer Gameplay!,Wi7ZoZI65iU,2015.10.31,750,203686,1709,181
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch Beta: Reinhardt Gameplay!,uQz_Cd6MqzM,2015.10.30,288,44142,571,12
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch Beta: Soldier: 76 Gameplay!,dU4bTr6SITM,2015.10.29,487,61616,850,15
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch Beta: Reaper Gameplay!,MCD_DdrZk-k,2015.10.28,400,56199,702,27
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch: Torbj̦rn Overview & Introduction! (Abilities & Lore),-tU9qY45wEs,2015.10.13,377,20993,265,7
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch: Zarya Overview & Introduction! (Abilities & Lore),CHbzmP8mHho,2015.10.6,349,27731,288,7
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch: McCree Overview & Introduction! (Abilities & Lore),vmWTj13Mhyg,2015.9.29,354,24761,289,6
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch: Roadhog Overview & Introduction! (Abilities & Lore),DUUqS9HpZZU,2015.9.22,302,22982,282,5
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch: Junkrat Overview & Introduction! (Abilities & Lore),HvnhQXbaFuQ,2015.9.22,361,24213,314,6
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch: Tracer Overview & Introduction! (Abilities & Lore),1HDT2oLzGY0,2015.9.19,349,39685,539,12
Overwatch,PLT0hfPWJS6_vcEXUhvxuzNvPt3V2fJEZm,Overwatch: Widowmaker Gameplay & Commentary! (Pre-Beta),gjKk-JCQ1Y4,2015.9.16,640,18965,218,15
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2 Co-op: Urban Warfare on Brutal!,j0_mngqXFgM,2016.7.18,4505,12422,374,12
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Caught Off Guard! (Zerg Live Game),LeFIy07gJZU,2016.7.9,1305,23913,610,9
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Legacy of the Void - Clean Zerg vs Protoss!,5nmkK47y7ow,2016.7.15,708,17450,627,1
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Probes & Buildings Only! (Brutal Co-op),6R8iMwNNPx4,2016.7.13,1196,21346,518,13
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Legacy of the Void - Focus On The Basics! (Terran Live Game),15lsFU4LXYs,2016.7.7,646,21014,636,9
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Spear Of Your Doom on Brutal! (Karax Gameplay),d1DGv_FfeQw,2016.7.4,1043,29106,802,9
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: The Strength of Zergling Upgrades!,LS0NHdOtaM4,2016.7.3,701,29804,747,3
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Temple of Pain on Brutal - Co-op Mutator on Brutal!,Yov7GU2RtyQ,2016.6.28,1349,26531,611,7
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Two Base All-ins Executed & Explained! (Protoss Live Game),a4HRe8yQnpg,2016.6.26,680,19942,651,2
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Legacy of the Void - Learning From Mistakes! (Live Game),Ifijk9plJhg,2016.6.24,1155,20970,625,7
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Hyper Aggressive Terran! (Zerg Game),rs8ZBxNcfH0,2016.6.21,1090,66782,1082,42
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: War is Hell on Brutal - Weekly Co-op Mutator!,Im3oEudrHhY,2016.6.20,1072,37776,778,7
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Zerg Live Gameplay - Early Game Terran Aggression!,MY1tq6nExCA,2016.6.19,762,23272,723,9
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: NEW Co-op Mission - The Vermillion Problem on Brutal!,CECVtOmnReQ,2016.6.16,1118,28013,652,10
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: EXTREMELY Close Weekly Mutation - White Out on Brutal Difficulty!,UbA9pk8eiyg,2016.6.13,2117,29929,594,6
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: INSANE Co-op Mutation Mission - Bad Weather on Brutal! (Gameplay),3rG9bPRHCmc,2016.6.8,3155,47830,2027,29
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Running on Fumes! (Zerg Live Game),zgwmVG7pwiY,2016.6.4,871,32004,697,10
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Legacy of the Void - Marine Marauder Medivac!,pt-6ZgIw5Oc,2016.6.3,1123,29740,743,8
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Co-Op Weekly Mutation - Time Lock on Brutal!,zMy2aMxJys8,2016.6.1,1253,23700,558,7
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Legacy of the Void - The Zergling Runby!,UvuSGoByJ0U,2016.5.29,717,28299,805,8
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: First Strike on Brutal! (Co-op Mutation),vgEUCnMuboI,2016.5.25,1103,36158,673,10
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Train of the Dead on Brutal! (Co-op Weekly Mutation),v_gHOKvSSOk,2016.5.20,1126,45088,530,11
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Legacy of the Void - Commander Abathur Co-op Gameplay!,noQE5wRuESg,2016.5.18,1148,48588,896,27
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Double Gas Steal in Zerg vs Zerg?,pw8s7v_Zvis,2016.5.14,901,43378,854,17
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Cannon Rush? No Problem!,kzonMtPLdl8,2016.5.3,631,50486,1083,17
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: ACTION-PACKED Zerg vs Zerg! (Live Game),AUuoAtqHPXA,2016.5.4,1387,34880,942,7
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Legacy of the Void - Terran Cheese!,gnCAYfl7-Yo,2016.4.29,805,41631,617,16
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Legacy of the Void - Defending in Protoss vs Zerg!,_dXXBqW0Prw,2016.4.19,783,31554,777,4
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Legacy of the Void - Mutalisk vs Mutalisk! (Zerg vs Zerg),ePRTQR-vwCg,2016.4.8,883,30058,619,7
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Legacy of the Void - Terran vs Zerg!,a1WDfoxO66U,2016.3.24,845,50135,863,16
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: One Small Mistake! (Protoss Gameplay),A6p3rJSUzMo,2016.3.20,1009,31613,605,11
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Terran FAIL!,u8sCHVlT1Gg,2016.3.19,1018,40425,753,13
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: The Zerg Swarm vs The Terran Dominion!,HEl-fusmrJo,2016.3.16,827,32105,824,9
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Legacy of the Void - Roach vs Roach!,P3GgViuRPjU,2016.3.14,622,25024,684,3
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Happy Little Accidents! (Zerg Game),GkX3QLg5zH0,2016.3.7,880,33972,870,11
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Legacy of the Void - EPIC Zerg vs Terran! (SC2 Ladder Game),2hV14YfkyBg,2016.3.5,981,56938,1164,27
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Legacy of the Void - My Current Terran vs Terran Build Order!,6Cm5XU7M0K4,2016.3.1,910,31218,616,12
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Beating Mass Stargate Void Ray & Carrier in Zerg vs Protoss! (Zerg Tutorial),z_FTlUMgmaE,2016.2.27,1197,59818,1170,16
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Mistakes Were Made! (Protoss Gameplay),88NC-XL6zBI,2016.2.26,990,26230,527,9
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Learning New Strategies!,FCRG12Ewo0Y,2016.2.20,762,25562,604,5
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Rank 1 Master League with Random! (Terran Gameplay),awhL_DOBPQA,2016.2.17,711,36661,807,10
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Sniping the Nexus! (Zerg Gameplay),0riuQ2NqRqU,2016.2.15,1293,49018,899,30
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Legacy of the Void - Terran vs Terran Gameplay!,6C3rTrWrEIE,2016.2.12,835,31967,714,4
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Legacy of the Void - Macro Protoss Live Gameplay!,Puqq0MAltKU,2016.2.8,1166,34203,875,10
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Roach Ravager vs Marine Siege Tank! (Live Gameplay & Replay Analysis),rc5i3TLIexU,2016.2.6,1088,44821,761,20
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Legacy of the Void - Dirty Protoss Build Order!,lLHZv47YYlY,2016.1.30,571,68492,1050,14
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Legacy of the Void - Ranked Ladder Match Gameplay!,EWx7-npGCRE,2016.1.28,998,46606,1069,13
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Learning from Losing! (Random Ranked Ladder),y2-83ef9L4c,2016.1.25,1284,23974,549,6
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: The Protoss All-in!,5x5KMIsMcOg,2016.1.22,559,33265,1069,3
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: The Medivac Bait!,xt0NGu7V6kE,2016.1.22,523,44435,1273,21
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Lowko vs Dragon in a Best of 3!,vb0La4ca1Sk,2016.1.20,2728,114405,1408,33
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: A Game Of Drones!,cPtZUqGmDmc,2016.1.19,785,43205,912,9
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Zergling & Baneling Micro!,_ra_U-mfudw,2016.1.17,602,31276,872,4
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Droning in Zerg vs Zerg!,_Dsu3zYzOdw,2016.1.13,605,23450,1003,6
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Hanging On By A Thread!,fjEaRK07V1g,2016.1.5,857,41191,1384,7
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Legacy of the Void - Terran vs Protoss Cannon Rush!,wlob9Ti0ngg,2015.12.31,760,118476,2053,68
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Zoning with Lurkers!,-mSrn_BstXg,2015.12.29,705,44090,1242,6
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: ZERG TIMING ATTACK!,0iwBMSyosPY,2015.12.23,540,34037,1066,4
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Legacy of the Void - Roaches vs Mutalisks!,SZAFqV2vynM,2015.12.14,592,33744,817,5
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Zerg vs Zerg Cheese! (Legacy of the Void Live Gameplay),ydvYWGTHoqg,2015.12.8,361,34386,758,10
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Zerg vs Terran Mech! (Legacy of the Void Live Gameplay),IHGhymbdKRg,2015.11.19,1411,231531,1937,179
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: FRUSTRATING Zerg vs Zerg!,T-g7g94AXxg,2015.11.8,894,39075,614,14
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: The Ninja Queen Snipe!,fnCMffutwMY,2015.10.24,515,49378,761,17
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,"StarCraft 2: Mutalisk, Zergling & Baneling Wars vs Terran!",NZWyxxXDPxY,2015.10.22,838,34738,866,8
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Legacy of the Void - EXTREMELY Greedy Protoss!,kYUD6vXDKvw,2015.10.18,562,95047,1440,50
StarCraft 2: Live Gameplay,PLT0hfPWJS6_vb_mpzmefrLjskWXXioHRc,StarCraft 2: Legacy of the Void - PASSIVE Zerg vs Protoss Gameplay!,CGC4z3ZCB_Y,2015.10.12,898,52464,636,23
